anonymised_clientnum,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag_Binary
3cdc733b151e0d69d01ebab655abb3bd89b67d58caae509cc1eecab3fe4d5dab,Existing Customer,54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,1494.0,706.0,788.0,1.674,1305.0,24,3.0,0.473,0
35aa6fbc5df487c6966c5a0ed8b9b6de02681bdb2f216429dacfe246116c3991,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551.0,1294.0,12257.0,0.791,1388.0,37,1.056,0.095,0
07b4c5e7be1ac5b2f17c215d9f5f183b3194e4b88b7aa53f75ed53cadd0c4c32,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895.0,17991.0,1.826,1235.0,18,1.571,0.047,0
d00a1fec52d8f32e1b221183fefcdf3da8c209fda364c9980497a93585ff8788,Existing Customer,52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,11976.0,1273.0,10703.0,1.024,2089.0,36,1.118,0.106,0
e39792def114830dc1b1d61ee7e796deddee93a42837f4a2c35e1c92649dd620,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559.0,8405.0,1.873,1626.0,25,0.786,0.156,0
6670fb62ff7383b9268abe30718e505f862a08f15a7c95f2f34e8291a754cd87,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,24159.0,1196.0,22963.0,0.712,1111.0,24,1.0,0.05,0
3d6ba6553dc6c3c63e4c773c4dc49d20843413c7ad97f8404b5869ae51680737,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.0,1901.0,3461.0,0.816,1553.0,38,1.0,0.355,0
b5038d8df081f013a80d25fbcc1e1fbe75f354f312c5d971595b83caabf8e147,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,34516.0,1023.0,33493.0,1.004,1064.0,13,0.625,0.03,0
1b9366a1b1cd307a74ca9f9dbc9ee9113be013fef3bdc374b0e01ea381e52b7f,Existing Customer,55,F,1,Doctorate,Married,Less than $40K,Blue,36,4,1,0,3174.0,1951.0,1223.0,0.766,1243.0,29,0.611,0.615,0
def531c906585f1130184a131648a6a10fce64c2018b857a280e73c5c02aa069,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,47,3,2,2,12262.0,1836.0,10426.0,1.584,1659.0,38,1.533,0.15,0
e9fb7ea9678dbb8f90560d6f430d768d4fa06cfdee021dff4de5609c43904555,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.0,1540.0,2248.0,0.566,1594.0,47,0.382,0.407,0
c23a7d3cf113d021ee1467713479f3851b1935522c8d6e675804e752e19c3448,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527.0,32989.0,0.526,1268.0,42,0.355,0.044,0
d3c35b26218bd5042b78283516e5996b4bb744c5eeedb841b4232474d5c22340,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,2926.0,0.0,2926.0,0.676,1304.0,24,0.846,0.0,0
e77930311e8ee8ac0e8675bac448914bc36cddae9bfeb8766f95c583a582a626,Existing Customer,58,M,4,Graduate,Single,$120K +,Blue,52,6,1,0,32090.0,0.0,32090.0,0.567,1368.0,30,0.364,0.0,0
8bcdf871650a4881826374948fe1245630222680a066a4a4033e2ee383903f9a,Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227.0,9442.0,0.622,720.0,23,0.353,0.191,1
cf40a322b70688b7863aa75bd89276fa19325d0a196ed927fcecff56af97e34a,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300.0,12232.0,0.846,1521.0,29,1.417,0.096,0
20f885299cab7f90621207b4240b54b2e68d57d28573225c5425db5d76d0c584,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090.0,9798.0,0.7,1137.0,30,0.765,0.176,0
7159ccd149bc517577c87c85df23874f7d6113a1b29b10f608adcf68afc89a9c,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985.0,408.0,0.788,978.0,16,0.778,0.83,0
4b4b97c5ead5fe4b56ef27950692f15ddf272eb311d6b02a165f6570677683df,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517.0,3594.0,0.632,1221.0,16,2.2,0.412,0
2c767bfb439136e70520ad33f927cec1291ae20eb007c4de3217f922df8b043c,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270.0,1662.0,17608.0,1.186,1565.0,28,1.545,0.086,0
5adb75fc4f07a082c07ca293c858dfe130d42cdb47aa3752d5cf173a9a5ff9d5,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517.0,1193.0,1.541,1578.0,34,0.7,0.678,0
e27ad2fcf818b27df89b991e84f50b9d022492a8a11e71b8f22b5498e426762c,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797.0,2438.0,0.541,1493.0,32,1.0,0.246,0
ba760b9a8ab7b87b0aa14aec4a2596c6cd33d7a1ec4f966e2ddc6e1c1a4cf268,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788.0,10961.0,0.688,1178.0,27,0.929,0.067,0
9f659de19b16eaadbab1bde5841a1432c1ceaaa7fad15f1633b67792c05997cc,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100.0,5653.0,0.839,991.0,26,0.733,0.271,0
afc769b12ccc0c49846ace10c4e541c893354111cb1f8042f43200785ee5350f,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186.0,9222.0,1.689,2560.0,42,1.211,0.114,0
6e58b2d2f2a5cad7868e7f2f6b3e5f31784f14b48c445352364ccaa08c0c2bae,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568.0,2399.0,1.236,1657.0,29,1.231,0.395,0
a1d1ff490fe0babb21a97c5a0133cd56e6135cad5c110fed53c7e2f3b64f664d,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517.0,3688.0,0.939,1204.0,19,0.727,0.406,0
46c25cd1a1021b57b2a68cd92b87a1997feacd2603e2e1d7bedb47136d9ad7c3,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0.0,8025.0,0.654,673.0,18,0.8,0.0,1
98c4f505d031b1c7a7365383405b47ba35f4c7c980fb1e9a54c178a58c3008c0,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327.0,6709.0,0.649,1131.0,18,0.636,0.258,0
4549599a4165a3c232b1bd0a6c7fbc507f8d92571ea9526283b4908fe234be62,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517.0,12409.0,1.996,1576.0,25,1.5,0.169,0
b4ffd427b1a2713023c981d47fd037d40c43b4611040f443097866c7e50498a3,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128.0,5207.0,0.397,1217.0,20,0.667,0.178,0
f7e40ee1858dd2b8bf1d4f7e20bd2751926ad82ca1321624362e88c4b0f8e566,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0.0,14979.0,0.71,530.0,10,1.0,0.0,1
f790c64f51043bc59997955a409dbbf1740ce519f04c64f3f51ddb1f306ea05a,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0.0,2732.0,0.76,739.0,16,0.455,0.0,1
196bcb2bb4af63373bc5eca21d736f23b432d442278301699458f2eb3d8fc291,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117.0,133.0,1.162,1617.0,31,2.875,0.941,0
d3d872525633300b9077ca005281d7241032dfc26f51f6f72e4c65df4b5efbb9,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536.0,9380.0,1.317,1592.0,34,1.0,0.141,0
e3196308e2369d4324663a8a8a9433a6b60f8b681ba0df6384cd55e36f2dc06e,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228.0,4121.0,0.728,1343.0,30,1.308,0.23,0
8d01dd891c48fdeba92036fed84667530449822582dfcbba5cc1d28457bc7168,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104.0,8262.0,0.572,1303.0,39,0.625,0.118,0
bc5cad5a2c5e69c52a5ce469f7dbb0d8d26853d70ef266c6c7948c87725118c9,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0.0,21617.0,1.047,1351.0,22,0.467,0.0,0
51f4ab16ab883d329594e2ee9e305f74483e7ebc5cad13a87b4b54de7ef456c0,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652.0,12208.0,1.255,1910.0,32,1.909,0.119,0
6827f154c70b806413bb4292f4091a98cc0d19770898a00d00ad9d13737872e3,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0.0,18386.0,0.868,1298.0,22,0.571,0.0,0
18abf4dbe81fdd6e4c34c8c859304b926be33a75b58fc2655731430c8cfa5429,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540.0,865.0,0.469,1087.0,29,1.231,0.64,0
fd035bde0ca64b9a77496d2264715a7a2afce45ec1e23bebad217034f1230e60,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930.0,1224.0,2.121,1439.0,26,1.364,0.432,0
9135065500c15fb769d6e960bddbc8e3e5f819a41aafcb4db429436d67cba02f,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0.0,2038.0,0.786,1238.0,28,0.75,0.0,0
d0b4d5fad5cfc05acf173414608ad6a7785b744440aed0312cb6ed7415a532b5,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0.0,8135.0,1.373,1716.0,29,0.812,0.0,0
10cae4b3fd137bc3a87dff7f245c733635b8a046dcf0c9a9bd31f5f420dcad4f,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618.0,8746.0,0.554,1099.0,27,0.8,0.066,0
3c65153f411a6da5861506b19a1c751f268f850199f5df6fe045dcbb88e48525,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0.0,32643.0,1.3,1058.0,24,2.429,0.0,0
cfbf599297e0798e1c0e74c9e73070a1be4f8070f7bf51bea682251ebd2f5533,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954.0,1241.0,0.971,1285.0,29,0.706,0.612,0
0e3b31bcba7a58e427851651c6a76cc09423562478039ee65be33d7f29e11be6,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024.0,1828.0,1.009,1651.0,28,1.0,0.359,0
e511d5c48915f987dc2368edf93c245c7fc4a6c4f115346201a69dc16ec371fc,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305.0,2919.0,0.852,1152.0,31,0.824,0.309,0
06cc04b0ee6d0de38f5b7d33eb760df19387d591d101c7199b113247f4d9ba8c,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071.0,18388.0,1.248,1767.0,38,2.167,0.101,0
501aa96d6833315ce2db714b9b6fcdcff4ac3c50c9a8328a66fe153734f22bb2,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114.0,1368.0,0.508,1039.0,24,0.263,0.607,0
d067f4107576517e43c723af35f07db2d02f0fa6231e57ed4e1d3b11a0b0add4,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570.0,1495.0,1.077,1130.0,28,1.333,0.512,0
c68b59369f15dbbed59b72617d4c9d638682f0197e63c2ebe2595cb65d5f2158,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761.0,424.0,0.682,1645.0,30,0.429,0.806,0
5486bc39ae88ea15d3ccd6d3fe97d79e38965e667f6545095f659073b56382c7,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746.0,865.0,0.993,1413.0,29,0.706,0.463,0
3c26958a4a389a999802e77231ab49be91cb504fe3edf145773450c86cb4d44c,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173.0,649.0,1.456,1218.0,23,2.286,0.77,0
5fd504cc270f975eab53fbbbb2a04cfc221ac05cda7fec2a679e4149d5ef7fef,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517.0,30458.0,0.658,597.0,17,0.7,0.076,1
d81fee35e3260e212f73ed11d343a96f666f3fae429b5815e0a128c3d0af3240,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0.0,1438.3,0.776,2184.0,53,0.828,0.0,0
19de13d8b55c44cbae6f51e2885433f58bd7178e4d7a3fcf9223fdf353b2a8f4,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719.0,14156.0,0.86,1592.0,37,1.467,0.108,0
e21556d2879b2246d8b87a7697cca05bf26ac09e6c64b69b6f4f66c58bf9a3a1,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893.0,5810.0,0.567,1388.0,28,0.75,0.133,0
ec99f90a9d04f9ed79d5ce73df44f50f7d761e360b1b0ab90a0de497e8b1194d,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0.0,3212.0,0.713,757.0,20,0.25,0.0,1
26419a68d8064f0ec10d0cbe7e914c4065ba481ad478a3320f8f3a163c12916b,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260.0,33256.0,0.588,1504.0,34,0.789,0.037,0
61e0979f64ae3e2397c168326180a3515a3f3a9e86a60b04b1eb74d06f057670,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434.0,8363.0,0.644,1503.0,34,0.478,0.146,0
5c5693ce47be26f5b114ab0a3923745dc794cfb8e5edb78e45318c03917d470a,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777.0,8623.0,0.791,1105.0,28,0.867,0.171,0
3b42a5e1b66382c09945224e0dbe3f168679f1c4cb227fa552e19d4252030c91,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836.0,24956.0,1.432,2398.0,47,0.88,0.069,0
efff7b93556ea7a0f693e76aade6bc9fc97111a770678c037575f98b61a7f061,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517.0,489.0,2.053,1661.0,32,1.0,0.837,0
2056d05b2bb4ac806c672c5ee8bf23a3cc769f379f4f331bde96d527d99c1863,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072.0,18410.0,0.706,1421.0,22,1.444,0.055,0
e80a8dae32a015a61563de8d030bb45971870b768b4c162b241e382be7ff91dd,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985.0,2371.0,0.35,999.0,28,0.556,0.294,0
c858a1698fd382edcf3cd5fc2fb85a3518bdd514cd50bbb830d3491471e8d570,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248.0,3523.0,1.791,1387.0,18,0.8,0.39,0
06597be93f923b764ffe5effb6f7c21f49722fb633bd413de8335afd5814e52e,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107.0,8999.0,0.948,1243.0,24,1.0,0.19,0
ca4e779ac03e13a801cfdc1a042c387acb2dae2154aba154a1b2f6bfb314e243,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001.0,889.0,1.334,1860.0,36,1.0,0.692,0
d691fd290fb4491044ab8f50f8e1483e62bb880e40994f9cc74f4c132b42e106,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701.0,1679.0,0.747,1502.0,25,1.273,0.503,0
050a4777d89a824b83c45adf8c8d53f965fb913bcbde52a7a45309a7b88b5628,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251.0,20080.0,0.949,1460.0,50,1.083,0.059,0
3e89184f1dfb2e03f89a4c3d0c18a6f8e4f60a3a4fa22b7bd6d55b94a4f9e2e9,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0.0,12860.0,0.646,1348.0,27,0.286,0.0,0
cf25f4f0e433942e01cc903736facf8538c8940a3a6e9bc9dd8d9c10100082c5,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462.0,5816.0,1.161,1087.0,33,0.941,0.074,0
b4309d8dbb544464f79d7062e8e01118d58b63f72f00151a8c73f0666ec28221,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738.0,700.3,0.782,1226.0,33,0.571,0.513,0
88dc6238e7eede45b0a7b5f69335d6fbeaaed99199ecce2f15450311872e5953,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626.0,7729.0,0.701,1230.0,28,0.867,0.174,0
1ffd6d46728189cf8c39a09ea90574fc55951543b0e09beb08d00fe4fa0e0b5d,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0.0,20758.0,0.688,1555.0,32,0.684,0.0,0
db350bd53b6e461db12d756a7d4ee0629a8a04ae4a7f78eab4702ca25bf06520,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976.0,12636.0,1.768,1827.0,24,3.0,0.135,0
cfaa4f11bcda59eaf6a4263dfaa7588c9145350a935eceffb3439a24967b3f82,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0.0,27259.0,0.731,1376.0,35,0.591,0.0,0
25dbf8db2a5646efe66720e54f1aa4475bd8d1183199f552d53bc6a2968debfd,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594.0,4753.0,0.896,1771.0,37,0.762,0.251,0
6536e21aae886f0242f4053bf5afde23ea9747d229e4530628e88de7419048a2,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676.0,19916.0,1.097,1873.0,52,0.529,0.078,0
11ac5edf437d9e9d55b524e1f6bb2caa67c23c781427a8bdcb726d1bc81c6ee1,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598.0,1851.0,0.971,1679.0,42,0.556,0.463,0
102d51ee70c657fb9537528157bd4f03b1ba767e4c946efddb56c704bc14693c,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799.0,5229.0,0.819,1002.0,22,0.571,0.133,0
3aa426b57c08fd019d77b5c86b1266ebbff5c89ba5dd33d34f0d2ce02c047c89,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998.0,16216.0,0.829,1344.0,21,1.1,0.11,0
2b50ca8a2172773dc50adbd45a905026b11885dfdfc03bbd3721ab5cfebc6ef7,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423.0,14970.0,1.642,1461.0,42,0.75,0.087,0
f797e9ca8a6d9ed79f887a72755eaa32b3876fc8a093c865cbb1a09d552e79a6,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900.0,538.3,0.743,760.0,21,0.615,0.626,1
a320d1840d56d3024787b5d0270646d8315fd095d41364b142c093257f118988,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687.0,6184.0,1.242,1428.0,22,1.444,0.214,0
e2baaaabd38e14bc13dd64d3ba6c29e9884f3feda6b193ecc376c084d4d1b3b1,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866.0,4422.0,0.869,1777.0,42,0.75,0.164,0
42ab7ea8632a8cc5fc9c7414b40715a1ec86abc0c11d5f4ed8e21e1e79701385,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006.0,9370.0,0.619,1302.0,27,0.8,0.176,0
3685f6cf3d6f88a27ac69f49794b3e01f403ec3f13493bc1e37513e0ee7d9606,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632.0,10670.0,1.509,1483.0,41,0.519,0.133,0
bcff0034446461f3a3b30338728116976412e2f61d2a9530df99badc15cf0c04,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679.0,32837.0,0.623,1060.0,27,0.5,0.049,0
072fcc58cefff899d69cd790421b7adfeed21b4edd9bb7c9e627b01fc4cbb945,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468.0,33048.0,0.505,1330.0,32,0.684,0.043,0
d75c59ab25e82ab6bc871afce1f2cdd58ee9f49dd008e834003dd36ae3eff551,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580.0,8934.0,0.504,1229.0,27,0.8,0.15,0
b8d2203bdc6bdc3769dc75b2a9604f29b8ae4f229244f58b4479a80198a8f110,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0.0,1438.3,0.707,886.0,27,0.421,0.0,1
49590ccfdb2f94931da86b56da78bcaba84b26f0038cb72dbce0d716e959c4cc,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0.0,1438.3,0.688,844.0,24,0.5,0.0,1
e882161969772c52aefc3b8f2ca0236e6c3bdc6a03699367633e25c157c3eb3e,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779.0,840.0,1.259,1450.0,37,0.947,0.679,0
fc379401891f424dccc80e0daa027bdd2917673d71ec48fc041e99fe6f796953,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395.0,22012.0,1.071,2311.0,48,0.714,0.098,0
b1f9ee5011449d846b7d7d89bb4b1da29559a8f3cf6bd65ad1dfd10c02090618,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649.0,728.0,0.93,1378.0,26,1.167,0.694,0
88696d7a75658f79fd50e9a9e82a2648855bfba6eea4a4a730176292274a2f3d,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359.0,33157.0,1.327,1033.0,26,1.364,0.039,0
9ca0dc8023ac4e7a02a9125160517e3b66706561b67603966224f5531edae016,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207.0,8879.0,0.869,1523.0,40,1.105,0.199,0
53b76e8c79758387179ae72216a3038e01882dc5ea33a7b96544a69f3bdae107,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517.0,8915.0,0.615,1374.0,37,0.762,0.22,0
ad9c673d9fabb0d6b3ed75fff4467627000e47be96c8172421f50844d2f6d66a,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721.0,11537.0,0.908,1080.0,21,1.333,0.13,0
252812780c034cec5a28a41a246b7cec9b2b839fc3a437dbe540cfb6b144e9a7,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955.0,616.0,0.531,1234.0,24,0.714,0.76,0
35d2ffb1253f06ef2d6b3ea23efcb66fa13dc7bd11c5fe1d0cd4d1d9b4e829ea,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168.0,4613.0,0.638,1600.0,32,0.455,0.202,0
78d8b43e767471a7e194063a65b9be6288e0a7e6ba5e02a71361895340eaffa8,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509.0,5363.0,0.971,1155.0,32,0.882,0.319,0
2827c0b3f2424d12c1c7187f530bb6833f052072e351168e0861a3c6619df133,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202.0,33314.0,0.603,1353.0,33,0.737,0.035,0
290a37693727b230adf5e729e0b14b3bf60438746daa20a9a799f6561380e372,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835.0,9292.0,2.368,1546.0,25,1.273,0.165,0
39a3e256fe8fbaf28ad93b023affd6c0e76d8ff4e7f8ad3804d2fec8fe1034b2,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603.0,254.0,0.579,1590.0,43,1.263,0.863,0
a00b1143adec7b20f49237fef2ac7fa1d019b6d9a90bdc04292eb6b9bd0d9090,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272.0,641.0,1.008,1448.0,22,1.0,0.665,0
02f092503cff6b9ae1c8e7fee94484a625aab6129ca29595c4a04484e6584ec7,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295.0,1544.0,0.569,1271.0,24,0.714,0.598,0
a8862f3dab0fa05fce65b4da2a72aea97c778bf6a5a5588798382cf5a9f85604,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141.0,974.0,0.616,1223.0,20,0.538,0.539,0
72751fff91fb5f08d4e1dcf104790a58fc731546689e7262d35cb80ac5f4d39a,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679.0,759.3,0.859,1117.0,29,1.071,0.472,0
378ef4e5e54326e947559ff48d31573e96d75af657f95b5117616d9717f7b87c,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789.0,25967.0,0.75,994.0,24,0.846,0.064,0
b106cfafc49f76c3c7e8eaaaf4c812f066ff2dd28dc431098854ae83a7899d06,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0.0,1438.3,0.81,1468.0,26,0.625,0.0,0
8b8ff00fb35144d29788159c46760b45ae8672ed088c392492a985b9e0923af3,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222.0,11656.0,0.853,1658.0,38,0.357,0.16,0
4b91bbb12674d5c00d50b50d4369cc473ce6afe986633e75f2f3499ea3f14aa1,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304.0,1802.0,0.604,1368.0,38,0.407,0.42,0
